station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h
Ang Mo Kio,2024,5,4,32.2,8.6,14.2,21,26,27.8,23.9,4.5,29.1
Ang Mo Kio,2024,5,5,0,0,0,0,29.7,34.4,25.6,5.2,24.4
Ang Mo Kio,2024,5,6,0,0,0,0,30.5,34,28.6,7.3,30.9
Ang Mo Kio,2024,5,7,8.2,5.2,8,8.2,28.6,31.5,25.8,4.4,23
Ang Mo Kio,2024,5,8,18.6,15,18.2,18.6,28.3,31.9,24.7,4.9,25.6
Ang Mo Kio,2024,5,9,0,0,0,0,30.2,35,27.2,6.4,31.3
Ang Mo Kio,2024,5,10,0,0,0,0,30,33,28.7,6.9,41.9
Ang Mo Kio,2024,5,11,0,0,0,0,29.9,33.8,27.4,6.1,28.2
Ang Mo Kio,2024,5,12,2.2,2.2,2.2,2.2,29.1,33.6,27,4.4,26.3
Ang Mo Kio,2024,5,13,1.6,1.4,1.6,1.6,28.9,33.9,26.5,4.1,32.4
Ang Mo Kio,2024,5,14,63.6,39.4,61.2,63.6,28.6,35.3,24.3,4,34.3
Ang Mo Kio,2024,5,15,27,20,24.8,26.8,28.4,32.7,26.2,3.6,28.9
Ang Mo Kio,2024,5,16,10.6,4.4,8.6,8.6,27.4,31.5,24.9,3.9,35
Ang Mo Kio,2024,5,17,1.4,1.2,1.2,1.2,29.1,33.2,25.8,4.4,27
Ang Mo Kio,2024,5,18,0,0,0,0,29.6,33.5,27.3,5.1,33.2
Ang Mo Kio,2024,5,19,2.6,2.6,2.6,2.6,29.6,33.5,27.5,5.9,35
Ang Mo Kio,2024,5,20,14.8,7.6,9.4,10.2,28.3,30.8,25.8,5.4,26.7
Ang Mo Kio,2024,5,21,0,0,0,0,29.4,31.9,26.8,5.3,32.4
Ang Mo Kio,2024,5,22,44.4,24,32,33.4,28.1,31.6,24.9,3.7,22.6
Ang Mo Kio,2024,5,23,28,23.6,27.2,27.6,28.5,32.8,25.3,3.8,35.6
Ang Mo Kio,2024,5,24,1.6,0.6,1,1.2,28.2,32.4,24.7,3.3,24.4
Ang Mo Kio,2024,5,25,7.6,2.8,3,3.4,28,33,25.5,3.8,29.8
Ang Mo Kio,2024,5,26,0,0,0,0,29.6,33.5,26.7,4.2,23.3
Ang Mo Kio,2024,5,27,0,0,0,0,30.6,34.7,29,5.9,30.2
Ang Mo Kio,2024,5,28,0.4,0.4,0.4,0.4,30,33.2,27.7,5,30.6
Ang Mo Kio,2024,5,29,0,0,0,0,30.6,35,27.9,6.5,36.7
Ang Mo Kio,2024,5,30,0.8,0.8,0.8,0.8,30,32.6,27.3,6.4,40.4
Ang Mo Kio,2024,5,31,0,0,0,0,30,33.4,28.3,5.2,23
Ang Mo Kio,2024,6,1,6.8,1.8,2.8,3.8,27.5,29.8,25.3,4.1,21.3
Ang Mo Kio,2024,6,2,5.6,3.6,4.2,5.4,27.5,32,25.7,3.3,18.7
Ang Mo Kio,2024,6,3,0.2,0.2,0.2,0.2,28.6,34.3,25.8,3.6,26.7
Ang Mo Kio,2024,6,4,0,0,0,0,29.2,33.9,26.6,4.4,28.2
Ang Mo Kio,2024,6,5,0,0,0,0,30.4,33.9,26.9,5.5,24.1
Ang Mo Kio,2024,6,6,4.4,2.4,3.6,4.4,28.9,34.4,26.1,6.4,28.2
Ang Mo Kio,2024,6,7,24.8,24.6,24.6,24.8,28.5,32.8,25,3.5,28.2
Ang Mo Kio,2024,6,8,0,0,0,0,29,31.8,27.5,4.1,27.8
Ang Mo Kio,2024,6,9,0,0,0,0,29.5,32.5,27.2,4.4,23.3
Ang Mo Kio,2024,6,10,39.6,27.4,36,39.2,28.7,31.7,24.6,3.8,35
Ang Mo Kio,2024,6,11,0,0,0,0,29.2,34.7,26.6,4.3,33.2
Ang Mo Kio,2024,6,12,11.6,10.8,11.2,11.6,28.9,32.4,24,3.6,23
Ang Mo Kio,2024,6,13,0,0,0,0,29.7,34.6,26.6,3.8,22.6
Ang Mo Kio,2024,6,14,,,,,,,,,
Ang Mo Kio,2024,6,15,,,,,,,,,
Ang Mo Kio,2024,6,16,,,,,,,,,
Ang Mo Kio,2024,6,17,,,,,,,,,
Ang Mo Kio,2024,6,18,1,,,,,,,,
Ang Mo Kio,2024,6,19,0,0,0,0,29.1,30.9,26.8,5.4,23.7
Ang Mo Kio,2024,6,20,0,0,0,0,29.4,33.4,26.3,5.5,27.8
Ang Mo Kio,2024,6,21,36.2,9.8,15,17.4,27.3,30.3,22.6,6.8,58
Ang Mo Kio,2024,6,22,42.6,13.4,22,35.8,26.2,28.3,22.9,6.1,46.1
Ang Mo Kio,2024,6,23,0,0,0,0,28.4,32.2,25.3,4.8,28.5
Ang Mo Kio,2024,6,24,0,0,0,0,29.6,33.2,27.8,5.4,26.3
Ang Mo Kio,2024,6,25,5.6,3.6,5.2,5.4,29.7,33.5,27.3,6.5,33.2
Ang Mo Kio,2024,6,26,0,0,0,0,29.5,33.8,26.5,7.4,33.9
Ang Mo Kio,2024,6,27,0,0,0,0,28.7,31.7,26.7,5.6,27.8
Ang Mo Kio,2024,6,28,5.8,5.8,5.8,5.8,29.1,34,25.9,4.4,30.9
Ang Mo Kio,2024,6,29,2.2,1,1.4,2.2,28.5,32.5,25.7,4.6,19.8
Ang Mo Kio,2024,6,30,27,9,12.4,19.4,26.3,28.8,23.5,5.3,34.3
Ang Mo Kio,2024,7,1,7.4,5.6,5.8,5.8,27.3,32.8,25,3.3,23.3
Ang Mo Kio,2024,7,2,1.4,0.6,1,1.4,28.9,32.4,26.4,4.2,24.4
Ang Mo Kio,2024,7,3,9.8,9.4,9.6,9.8,29,32.6,25,5.6,27.8
Ang Mo Kio,2024,7,4,0,0,0,0,30,33.8,27.8,6.8,29.1
Ang Mo Kio,2024,7,5,6.2,4.4,5.8,6.2,28.9,33.8,23.4,4.1,29.1
Ang Mo Kio,2024,7,6,5,4.2,4.2,4.6,28.8,32.5,25.9,4.3,23.7
Ang Mo Kio,2024,7,7,3.8,3,3.6,4.2,28.2,32.2,26.1,4.6,25.9
Ang Mo Kio,2024,7,8,5.6,1.6,2.8,3.6,26.9,30.1,25.3,4.6,29.1
Ang Mo Kio,2024,7,9,4.6,2.6,4,4.4,27.8,30.8,25.8,4.6,28.5
Ang Mo Kio,2024,7,10,0.2,0.2,0.2,0.2,28.7,31.8,26.4,5.2,29.1
Ang Mo Kio,2024,7,11,0,0,0,0,29.4,32.3,27.5,7.2,35.9
Ang Mo Kio,2024,7,12,7.2,3.4,4,5.2,27.7,32.1,24.6,5.6,32.4
Ang Mo Kio,2024,7,13,0,0,0,0,28.9,32.3,25.5,5.7,28.5
Ang Mo Kio,2024,7,14,0,0,0,0,29.3,32,27.4,6,31.7
Ang Mo Kio,2024,7,15,0,0,0,0,29.7,32.4,28,7.1,26.7
Ang Mo Kio,2024,7,16,0,0,0,0,29.4,31.9,28.1,7,31.3
Ang Mo Kio,2024,7,17,0,0,0,0,29.7,32.2,27.9,6.8,28.9
Ang Mo Kio,2024,7,18,0,0,0,0,29.7,32.6,28,7.3,32.8
Ang Mo Kio,2024,7,19,0,0,0,0,30.1,33.2,28.5,9.1,33.5
Ang Mo Kio,2024,7,20,0,0,0,0,30,33.1,28.4,8,28.9
Ang Mo Kio,2024,7,21,0,0,0,0,29.8,32.4,28.6,7.9,31.7
Ang Mo Kio,2024,7,22,0,0,0,0,30.1,33.3,28.5,8,32.8
Ang Mo Kio,2024,7,23,0,0,0,0,30.4,34,28.5,7.4,27.8
Ang Mo Kio,2024,7,24,0,0,0,0,30.2,33.3,28.4,7.7,27.8
Ang Mo Kio,2024,7,25,0,0,0,0,29.9,33.1,28,8.6,27
Ang Mo Kio,2024,7,26,0,0,0,0,30,32.9,28.3,8.8,32.8
Ang Mo Kio,2024,7,27,0,0,0,0,30.3,34.2,28.4,8.9,30.2
Ang Mo Kio,2024,7,28,0,0,0,0,30.2,33.4,28.4,10.3,35.2
Ang Mo Kio,2024,7,29,0,0,0,0,30.1,33.2,28.4,9.6,30.6
Ang Mo Kio,2024,7,30,0,0,0,0,30,33.5,28.1,9.4,32.8
Ang Mo Kio,2024,7,31,17.4,10.2,10.2,10.2,28.5,33.4,25,8.7,39.3
Ang Mo Kio,2024,8,1,0,0,0,0,28.9,33,25.8,5.4,33.5
Ang Mo Kio,2024,8,2,0,0,0,0,29.5,33,27.9,7.4,30.6
Ang Mo Kio,2024,8,3,0.2,0.2,0.2,0.2,29.8,34,28.1,7.4,36.3
Ang Mo Kio,2024,8,4,8,2.6,3.2,4.8,27.1,30.4,24.8,5.8,36.7
Ang Mo Kio,2024,8,5,0,0.2,0.2,0.2,28.4,32.8,25.5,5.4,29.4
Ang Mo Kio,2024,8,6,3,3,3,3,29.2,33.5,26,7.5,30.2
Ang Mo Kio,2024,8,7,0,0,0,0,29.4,33.2,27.3,7.2,38.9
Ang Mo Kio,2024,8,8,2.6,1.6,1.8,2.2,29.6,32.8,26.9,7.6,31.3
Ang Mo Kio,2024,8,9,3.4,2.4,2.4,2.6,28.6,32.9,26.2,6.7,34.6
Ang Mo Kio,2024,8,10,0,0,0,0,27.5,30.3,25.9,5,30.2
Ang Mo Kio,2024,8,11,1.8,1.6,1.6,1.6,28.7,32.2,25.8,5.3,24.8
Ang Mo Kio,2024,8,12,3,1.6,1.8,3,29.1,32.4,27.4,6.3,28.9
Ang Mo Kio,2024,8,13,0,0,0,0,29.6,32.8,27.9,10.9,41.1
Ang Mo Kio,2024,8,14,8.8,4,4.4,6.2,27.3,30.4,25.1,5.3,34.3
Ang Mo Kio,2024,8,15,0,0,0,0,28.4,32.4,25.9,6,31.3
Ang Mo Kio,2024,8,16,2.4,2.2,2.2,2.2,28.8,31.8,26.7,7.4,36.3
Ang Mo Kio,2024,8,17,1.4,1.2,1.2,1.4,28.8,31.4,26.6,9.3,38.5
Ang Mo Kio,2024,8,18,0,0,0,0,29.3,32.7,27.4,7.6,28.2
Ang Mo Kio,2024,8,19,0,0,0,0,29.8,33.3,27.8,6.9,30.9
Ang Mo Kio,2024,8,20,8.6,5.6,6.2,6.2,28.3,32.9,25.1,6,31.3
Ang Mo Kio,2024,8,21,0,0,0,0,28.3,31.8,25.2,5.1,26.3
Ang Mo Kio,2024,8,22,0,0,0,0,29.8,34.2,27.3,5.1,32.4
Ang Mo Kio,2024,8,23,3.2,3.2,3.2,3.2,28.8,33.6,26.6,6.5,28.9
Ang Mo Kio,2024,8,24,2.4,1.2,1.4,1.6,27.1,29.8,24.9,5.7,35.6
Ang Mo Kio,2024,8,25,2.2,2,2,2,27.7,31.1,24.9,4.4,50.7
Ang Mo Kio,2024,8,26,0,0,0,0,29.2,32.7,26.6,4.8,26.3
Ang Mo Kio,2024,8,27,13,10,13,13,28.4,31.2,24.2,5.1,28.9
Ang Mo Kio,2024,8,28,5,2.8,4,5,28.3,33.7,23.7,6.8,36.7
Ang Mo Kio,2024,8,29,0,0,0,0,28.9,31.8,25.8,5.5,35.6
Ang Mo Kio,2024,8,30,0,0,0,0,29.6,33.5,27.8,7.1,30.9
Ang Mo Kio,2024,8,31,0,0,0,0,29.8,33.8,27.5,6.7,30.2
Ang Mo Kio,2024,9,1,0,0,0,0,30.2,34.4,27.1,6.9,25.2
Ang Mo Kio,2024,9,2,0,0,0,0,30.4,34.3,28.4,8.6,30.9
Ang Mo Kio,2024,9,3,5.6,4.8,5,5.6,29.3,32.1,25,7.1,39.3
Ang Mo Kio,2024,9,4,14,5.2,7,11.2,27.6,30.9,23.7,7.1,42.4
Ang Mo Kio,2024,9,5,0,0,0,0,29.1,33.2,25.8,5.4,25.2
Ang Mo Kio,2024,9,6,0,0,0,0,29.8,33.1,28,7.6,29.4
Ang Mo Kio,2024,9,7,5.2,5,5.2,5.2,29.7,32.3,26.7,9.1,41.9
Ang Mo Kio,2024,9,8,0.4,0.4,0.4,0.4,28.7,32,26.1,5.8,44.6
Ang Mo Kio,2024,9,9,1.4,0.6,0.8,1,28.3,32.2,26.7,4.4,23.3
Ang Mo Kio,2024,9,10,6.8,3.4,4.2,5.6,28.1,31.4,23.3,5.7,44.3
Ang Mo Kio,2024,9,11,40.8,38.8,40.8,40.8,28.6,35.1,23.8,4.6,38.9
Ang Mo Kio,2024,9,12,0.2,0.2,0.2,0.2,28.6,32.2,25.7,7.2,36.7
Ang Mo Kio,2024,9,13,2.2,2.2,2.2,2.2,29.5,32.8,26.2,6.5,30.6
Ang Mo Kio,2024,9,14,35.6,19.6,28.2,31,28,32,23.1,6.2,41.9
Ang Mo Kio,2024,9,15,5,5,5,5,28.1,30.4,25.8,4.3,26.3
Ang Mo Kio,2024,9,16,0,0,0,0,29.3,32.7,27,6.5,36.7
Ang Mo Kio,2024,9,17,8,7.8,8,8,29.2,32.9,23.8,8.2,58.3
Ang Mo Kio,2024,9,18,0.2,0.2,0.2,0.2,29.2,32.4,26,7.3,42
Ang Mo Kio,2024,9,19,0,0,0,0,29.7,32.4,27.1,6,26.3
Ang Mo Kio,2024,9,20,6.8,6,6.8,6.8,29.6,32.8,23.7,7,46.1
Ang Mo Kio,2024,9,21,7.6,4.2,9,11.8,28.2,31.6,23.8,4.6,35.6
Ang Mo Kio,2024,9,22,0,0,0,0,30.6,35.7,27.2,5.5,23.7
Ang Mo Kio,2024,9,23,13.8,11,11.6,12.2,28.6,34.1,24.4,7.1,38.9
Ang Mo Kio,2024,9,24,1.4,1.2,1.4,1.4,27.6,33.6,25.5,3.7,29.4
Ang Mo Kio,2024,9,25,5,4,4.8,5,26.9,32.5,25.4,4.2,25.9
Ang Mo Kio,2024,9,26,14.4,5.4,8.8,11.8,26.1,28.1,22.2,6.3,41.1
Ang Mo Kio,2024,9,27,0,0,0,0,28.9,33.6,25.4,5.8,29.1
Ang Mo Kio,2024,9,28,0,0,0,0,29.3,34.1,26.8,6.7,32.8
Ang Mo Kio,2024,9,29,2.4,2.4,2.4,2.4,29.1,33.2,26.6,4.5,27
Ang Mo Kio,2024,9,30,25.8,15.2,21.2,21.4,27.7,33.3,23.6,4.3,30.2
Ang Mo Kio,2024,10,1,3,1.6,2,2.8,27.7,30.5,25.7,4.1,32.8
Ang Mo Kio,2024,10,2,0,0,0,0,29.1,32.6,26.5,5.3,25.6
Ang Mo Kio,2024,10,3,0,0,0,0,29,33.2,26.8,5.2,27.8
Ang Mo Kio,2024,10,4,26.4,22.6,22.6,25.2,27.7,31.3,24.4,3.9,37.8
Ang Mo Kio,2024,10,5,0.2,0.2,0.2,0.2,28.2,31.9,25.4,4.1,20.9
Ang Mo Kio,2024,10,6,22.4,8.8,10.6,11.4,27.6,31.2,23.4,5.3,29.1
Ang Mo Kio,2024,10,7,0,0,0,0,28.6,33,26.2,4.6,27.4
Ang Mo Kio,2024,10,8,1.6,1.6,1.6,1.6,28.6,31,26.2,5.9,36.3
Ang Mo Kio,2024,10,9,0,0,0,0,28.7,32.6,26.6,4.9,34.6
Ang Mo Kio,2024,10,10,5,4.4,5,5,28.5,31.7,26.1,4.2,23.3
Ang Mo Kio,2024,10,11,25.2,15.4,18.6,19.2,27.4,31.4,24.8,3.7,27.4
Ang Mo Kio,2024,10,12,5.4,1.8,3.4,4.4,27,30.7,26,3.3,22.4
Ang Mo Kio,2024,10,13,2,2,2,2,28.4,32.2,25.3,4.9,27
Ang Mo Kio,2024,10,14,27.2,10.6,14.2,17,26,28.5,23.5,4.4,32
Ang Mo Kio,2024,10,15,13,12.2,13,13,27.9,32.2,23.9,5.9,27
Ang Mo Kio,2024,10,16,8.2,8,8.2,8.2,28.2,31.3,24.5,4,40
Ang Mo Kio,2024,10,17,5.4,5,5,5,27.2,29.5,24.4,3.4,35
Ang Mo Kio,2024,10,18,0,0,0,0,27.8,31.8,25.6,4.1,20.2
Ang Mo Kio,2024,10,19,0,0,0,0,28.2,32.2,26.2,4.4,31.7
Ang Mo Kio,2024,10,20,7.6,2.4,3.8,6,27.4,32.1,22.6,4.6,35.9
Ang Mo Kio,2024,10,21,0,0,0,0,30.2,35.4,26.7,5.4,27.8
Ang Mo Kio,2024,10,22,0,0,0,0,30.2,34.3,27.3,5.7,24.8
Ang Mo Kio,2024,10,23,0,0,0,0,30.2,34.6,27.7,5.5,27
Ang Mo Kio,2024,10,24,0,0,0,0,29.1,33.7,26.7,4.8,24.4
Ang Mo Kio,2024,10,25,0,0,0,0,29.3,32.9,26.8,5.6,32.8
Ang Mo Kio,2024,10,26,0,0,0,0,30.2,33.8,27.3,6.3,28.9
Ang Mo Kio,2024,10,27,0,0,0,0,30.8,34.5,27.5,6.7,30.2
Ang Mo Kio,2024,10,28,4,4,4,4,30.2,33.8,26,5.2,27.8
Ang Mo Kio,2024,10,29,0,0,0,0,30.5,34.2,28.5,5.5,31.3
Ang Mo Kio,2024,10,30,0,0,0,0,30.2,34,27.4,5.8,24.1
Ang Mo Kio,2024,10,31,1.4,1.4,1.4,1.4,29.6,32.5,25.8,4.9,29.1
Ang Mo Kio,2024,11,1,0,0,0,0,28.7,34,26.3,5.8,38.5
Ang Mo Kio,2024,11,2,0.2,0.2,0.2,0.2,27.9,31.3,26.7,5.3,31.7
Ang Mo Kio,2024,11,3,7.4,7.2,7.4,7.4,28.1,32.7,25,4.5,27
Ang Mo Kio,2024,11,4,0.8,0.6,0.6,0.8,27.3,30.3,24.4,4.3,30.2
Ang Mo Kio,2024,11,5,0,0,0,0,29,32.9,26.1,4,24.8
Ang Mo Kio,2024,11,6,19.6,10.6,16.6,19.6,27.6,32.3,23.3,5.5,35.2
Ang Mo Kio,2024,11,7,3,2.2,2.8,3,27.6,31.3,25.1,4.4,24.8
Ang Mo Kio,2024,11,8,3,1.8,2,2.2,28.5,32.8,23.9,5.5,33.2
Ang Mo Kio,2024,11,9,23.8,13.2,14.8,15,27.6,31.7,24.3,3.3,29.8
Ang Mo Kio,2024,11,10,38.6,22.6,25.6,25.6,27.2,33.2,23.7,4.9,31.7
Ang Mo Kio,2024,11,11,18.6,13,16,16.6,27.1,31.8,23.7,3.5,28.9
Ang Mo Kio,2024,11,12,49.6,40.8,49.4,49.6,27.4,33.9,23.9,4.7,38.2
Ang Mo Kio,2024,11,13,9.8,7.6,8.6,9.6,27,31.9,25.1,3.4,26.7
Ang Mo Kio,2024,11,14,0.6,0.4,0.6,0.6,27.9,33.2,25.2,3.3,25.6
Ang Mo Kio,2024,11,15,2,1,1.2,1.4,27.6,33.1,25.3,3.5,20.2
Ang Mo Kio,2024,11,16,80,35.6,65.2,77.8,26.9,32.7,23.7,3.3,38.9
Ang Mo Kio,2024,11,17,5,1.8,3,4.6,26.3,31.5,25,3.8,30.6
Ang Mo Kio,2024,11,18,4.8,4.6,4.6,4.6,26.5,29.4,25.1,5.5,27.4
Ang Mo Kio,2024,11,19,9.6,4.8,5.8,6.6,26.1,30.2,24.8,3.9,25.6
Ang Mo Kio,2024,11,20,0.4,0.4,0.4,0.4,26.2,28.1,25.1,4.9,25.6
Ang Mo Kio,2024,11,21,15.2,14.2,14.2,14.2,27,33,24.6,4.2,24.8
Ang Mo Kio,2024,11,22,65.8,22.4,34.6,56.8,26.4,33.3,23.2,4.5,35.2
Ang Mo Kio,2024,11,23,23.8,16.4,22.6,22.8,26.9,33.1,24,4,29.1
Ang Mo Kio,2024,11,24,15.4,14.8,15.2,15.2,27.3,31.8,24.9,4.1,30.6
Ang Mo Kio,2024,11,25,8.8,5,5.2,5.2,27.2,30.8,24.7,3.5,22.6
Ang Mo Kio,2024,11,26,23.2,11.6,12.4,15.2,26.3,32.2,24.1,3.5,18.7
Ang Mo Kio,2024,11,27,7.8,2.2,4,6.6,25.8,29.7,24.3,4.4,24.8
Ang Mo Kio,2024,11,28,2.8,0.6,1,1.2,26.4,30.4,24.3,3.5,19.4
Ang Mo Kio,2024,11,29,39.6,24,28.8,32,25.3,26.9,23,4.6,28.2
Ang Mo Kio,2024,11,30,0,0,0,0,28.1,33.8,24.7,4.6,20.9
Ang Mo Kio,2024,12,1,0,0,0,0,28.7,33.2,25.8,6.1,28.5
Ang Mo Kio,2024,12,2,3.6,3.4,3.6,3.6,27.8,32.8,25.6,4.2,28.2
Ang Mo Kio,2024,12,3,24.2,10.2,16.4,21.4,27.5,32.5,24.3,4.3,23
Ang Mo Kio,2024,12,4,0,0,0.2,0.4,28,31.7,25.5,4.9,23.7
Ang Mo Kio,2024,12,5,0,0,0,0,29.1,33.1,25.8,6.7,40.4
Ang Mo Kio,2024,12,6,0,0,0,0,29.8,35.1,26.3,5.9,27
Ang Mo Kio,2024,12,7,0,0,0,0,30,34.9,26.4,7,38.5
Ang Mo Kio,2024,12,8,1.8,1.6,1.6,1.6,28.3,33.8,26.4,6.6,34.6
Ang Mo Kio,2024,12,9,2.8,1.2,1.4,1.4,26.6,30.6,24.7,7.9,37
Ang Mo Kio,2024,12,10,0,0,0,0,27.3,30.6,25,7.1,40.7
Ang Mo Kio,2024,12,11,4.6,3.8,4.2,4.4,28.5,34.1,24.6,5.6,30.9
Ang Mo Kio,2024,12,12,0.2,0.2,0.2,0.2,28.2,31,26.2,5.7,25.6
Ang Mo Kio,2024,12,13,11.4,7.2,10.4,11.4,27.2,28.8,23.9,5.1,40.4
Ang Mo Kio,2024,12,14,0.2,0.2,0.2,0.2,28.9,34,26,6,32.4
Ang Mo Kio,2024,12,15,0,0,0,0,28.6,34.2,26.5,4.7,26.3
Ang Mo Kio,2024,12,16,10.4,9.4,9.8,10,27.3,33.1,23.9,5.3,33.9
Ang Mo Kio,2024,12,17,1.4,0.8,0.8,0.8,27.4,32.2,25.5,6.3,31.3
Ang Mo Kio,2024,12,18,4.6,3.8,4.2,4.4,26.1,27.8,25.2,6.2,30.2
Ang Mo Kio,2024,12,19,0,0,0,0,27,29.2,25,7.4,32
Ang Mo Kio,2024,12,20,0,0,0,0,26.8,29.7,24.9,9,35.6
Ang Mo Kio,2024,12,21,0.4,0.4,0.4,0.4,27.3,31.3,25.5,8.1,35.6
Ang Mo Kio,2024,12,22,0,0,0,0,27.6,31.5,25.9,8.9,33.9
Ang Mo Kio,2024,12,23,17.4,4,4.6,7.4,26.7,31.1,24.4,6.7,29.1
Ang Mo Kio,2024,12,24,18.6,9,9.4,9.4,26.1,31,24.3,6.1,27.8
Ang Mo Kio,2024,12,25,0,0,0,0,27.2,31.4,25.2,6.7,28.5
Ang Mo Kio,2024,12,26,0,0,0,0,27.4,30.8,25.4,4.8,20.2
Ang Mo Kio,2024,12,27,1.8,1.6,1.6,1.6,27.8,33.1,25.8,5.8,27.8
Ang Mo Kio,2024,12,28,0,0,0,0,28,31.9,25.4,8.1,30.2
Ang Mo Kio,2024,12,29,35.8,32.4,33.4,35.2,27.2,31.9,23.8,7,41.9
Ang Mo Kio,2024,12,30,6.8,2.4,3.4,4.4,26.1,30.1,23.5,6.8,30.9
Ang Mo Kio,2024,12,31,28.2,20.6,26.8,27.4,26.7,31.4,23.9,6.6,33.5
Changi,2024,1,1,49.6,24.6,32.4,37.2,25.6,28.8,24.2,9.6,35.2
Changi,2024,1,2,0.4,0.4,0.4,0.4,27.3,32,24.7,12.1,40.7
Changi,2024,1,3,8.8,8.2,8.8,8.8,27.1,31.5,24.5,10,35.2
Changi,2024,1,4,80.6,17.6,22.4,31.6,24.8,26.3,23.4,10.8,31.5
Changi,2024,1,5,4.2,3,3,3.4,26.6,29.7,24.4,14.4,46.3
Changi,2024,1,6,0.6,0.6,0.6,0.6,27.6,31.2,25.4,10.7,31.5
Changi,2024,1,7,64,12.8,16.4,26,24.5,26.9,23.2,8.3,33.3
Changi,2024,1,8,0,0,0,0,26.7,31.4,23.4,9.6,31.5
Changi,2024,1,9,2.6,0.8,1,1,26.7,30.4,24.6,10.6,35.2
Changi,2024,1,10,63.2,19,29.6,45.8,26.3,29.3,24.3,9.4,53.7
Changi,2024,1,11,0,0,0,0,27.4,30,25.4,13.2,37
Changi,2024,1,12,12.4,5.6,6,6.4,25.3,26.9,23.4,10.9,42.6
Changi,2024,1,13,0,0,0,0,27,31,24.4,8.3,38.9
Changi,2024,1,14,0,0,0,0,27.6,31.1,25.7,12.1,35.2
Changi,2024,1,15,0.4,0.2,0.2,0.2,27.8,31.3,25.5,15.1,46.3
Changi,2024,1,16,20.6,11.6,14.8,17.8,26.6,30.4,23.9,11.6,38.9
Changi,2024,1,17,5.6,4.2,4.4,4.6,27.4,31.2,24.8,18.5,57.4
Changi,2024,1,18,0.4,0.2,0.2,0.2,27,29.9,25.5,12.2,50
Changi,2024,1,19,17,5.2,7,10.8,26.3,30.7,23.7,9.3,42.6
Changi,2024,1,20,23.4,4.6,6.6,8.6,24.5,26.1,23.3,9,31.5
Changi,2024,1,21,13.4,10.6,12.8,13.4,26.9,32.3,23.4,10.5,35.2
Changi,2024,1,22,0,0,0,0,27.6,31.5,24.8,11.1,29.6
Changi,2024,1,23,43.4,35.6,43,43.4,27,32.9,23.8,9.9,57.4
Changi,2024,1,24,34,13.8,19.4,24.8,26.7,30.4,23.9,11.9,37
Changi,2024,1,25,54.6,29.4,42,48.6,25.7,30.2,23.8,11,37
Changi,2024,1,26,0,0,0,0,28,31.6,25.4,20.3,48.2
Changi,2024,1,27,0,0,0,0,28.2,31.2,26.7,20.4,44.4
Changi,2024,1,28,0.4,0.2,0.4,0.4,27.8,31.4,25.4,18.1,46.3
Changi,2024,1,29,0,0,0,0,28,31.2,26.2,19.6,46.3
Changi,2024,1,30,0,0,0,0,27.8,31.6,25.6,15.6,37
Changi,2024,1,31,0,0,0,0,27.7,32,25.5,16.1,40.7
Changi,2024,2,1,0,0,0,0,28.1,31.9,26.1,17.2,42.6
Changi,2024,2,2,0,0,0,0,28.2,31.5,26,16,44.4
Changi,2024,2,3,0,0,0,0,28.5,32.6,26.1,15.5,40.7
Changi,2024,2,4,0,0,0,0,28.3,32.7,25.3,14.7,35.2
Changi,2024,2,5,0,0,0,0,28.2,32.7,25.2,14.9,42.6
Changi,2024,2,6,10.6,6.4,10.4,10.6,28.1,32.9,25.6,12.6,38.9
Changi,2024,2,7,0,0,0,0,28.3,32.6,25.7,14.1,38.9
Changi,2024,2,8,0,0,0,0,28.4,33.1,25.9,12.9,35.2
Changi,2024,2,9,0,0,0,0,28.4,32.6,26,13.7,37
Changi,2024,2,10,5.4,2,3,4.6,27.6,32.3,24.4,15.4,40.7
Changi,2024,2,11,16.2,7.2,11.2,15.8,27.8,31.8,24.3,17.2,55.6
Changi,2024,2,12,14.2,5.4,9.4,10.8,26.6,30.2,24.6,14.9,61.1
Changi,2024,2,13,4.4,1.8,2,2.2,27.1,30.1,25,17,48.2
Changi,2024,2,14,2,1.2,1.2,1.6,27.9,31.7,25.7,16.5,44.4
Changi,2024,2,15,6,5,5.2,5.2,27.1,30.6,25.4,15.7,44.4
Changi,2024,2,16,0,0,0,0,28,31.8,26.2,18.2,51.9
Changi,2024,2,17,0.2,0.2,0.2,0.2,27.8,31.4,26.1,14.9,53.7
Changi,2024,2,18,0,0,0,0,28.4,32.3,26.1,15.4,35.2
Changi,2024,2,19,0,0,0,0,28.6,32.5,26,15.2,37
Changi,2024,2,20,0,0,0,0,28.9,33,26.4,14.9,35.2
Changi,2024,2,21,0.2,0.2,0.2,0.2,28.7,33.4,26.2,13.3,40.7
Changi,2024,2,22,0,0,0,0,28.6,32.2,26.3,12.1,35.2
Changi,2024,2,23,0,0,0,0,28.7,32.3,26.4,16.3,38.9
Changi,2024,2,24,0,0,0,0,28.5,31.9,26,16.6,42.6
Changi,2024,2,25,0,0,0,0,29,33.2,26.3,17.2,40.7
Changi,2024,2,26,0,0,0,0,28.9,32.9,26.5,20.5,48.2
