station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h
Pulau Ubin,2024,7,22,0,0,0,0,29.5,32.9,27.7,4.8,23.7
Pulau Ubin,2024,7,23,0,0,0,0,29.7,34.1,26.9,4.6,20.9
Pulau Ubin,2024,7,24,0,0,0,0,29.5,33.9,26.6,4.4,24.4
Pulau Ubin,2024,7,25,0,0,0,0,29.3,33.7,26.9,4.6,22.6
Pulau Ubin,2024,7,26,0,0,0,0,29.7,33.8,27.2,5.3,25.2
Pulau Ubin,2024,7,27,0,0,0,0,29.8,33.5,27.5,5.2,26.3
Pulau Ubin,2024,7,28,0,0,0,0,29.6,33.5,27.6,5.5,23
Pulau Ubin,2024,7,29,0,0,0,0,,,,,
Pulau Ubin,2024,7,30,0,0,0,0,,,,,
Pulau Ubin,2024,7,31,0,0,0,0,,,,,
Pulau Ubin,2024,8,1,0,0,0,0,28.4,34,24.8,3.9,23
Pulau Ubin,2024,8,2,0.2,0.2,0.2,0.2,28.4,33.1,25.8,2.7,22.4
Pulau Ubin,2024,8,3,0.4,0.4,0.4,0.4,29.3,34.1,26,3.5,22
Pulau Ubin,2024,8,4,25.6,14,14.2,14.2,26.9,31.6,24.2,3.4,32.4
Pulau Ubin,2024,8,5,1.2,1.2,1.2,1.2,27.9,33.2,24.9,3.5,21.3
Pulau Ubin,2024,8,6,0,0,0,0,28.8,34,25.5,3.8,24.4
Pulau Ubin,2024,8,7,0,0,0,0,28.5,33.3,25.6,3.5,20.2
Pulau Ubin,2024,8,8,1.6,0.8,1.2,1.6,28.9,33.2,25.3,3.8,22
Pulau Ubin,2024,8,9,8.4,7.4,7.6,7.6,28.1,33.1,25.1,3.4,24.8
Pulau Ubin,2024,8,10,0.2,0.2,0.2,0.2,27.1,31.8,25.2,3.3,20.2
Pulau Ubin,2024,8,11,0.6,0.4,0.4,0.4,28,32,25.4,3.2,17.6
Pulau Ubin,2024,8,12,0,0,0,0,28.8,33.6,25,3.8,20.9
Pulau Ubin,2024,8,13,0,0,0,0,29.6,33.3,27.4,5.6,25.9
Pulau Ubin,2024,8,14,31.2,13.2,14.8,26.8,26.7,31.5,24.2,3,24.4
Pulau Ubin,2024,8,15,0,0,0,0,27.9,33.2,24.9,3.5,28.2
Pulau Ubin,2024,8,16,0,0,0,0,28.9,33.1,26,4.3,25.9
Pulau Ubin,2024,8,17,0.4,0.4,0.4,0.4,28.2,32.7,26,3.6,27.4
Pulau Ubin,2024,8,18,0,0,0,0,28.7,34.1,25.7,3.9,25.2
Pulau Ubin,2024,8,19,0,0,0,0,29.1,33.6,25.9,3.3,25.9
Pulau Ubin,2024,8,20,1.8,1,1.6,1.8,27.5,33,24.5,3.1,21.7
Pulau Ubin,2024,8,21,0,0,0,0,27.8,32.4,24.9,3.6,23.3
Pulau Ubin,2024,8,22,0,0,0,0,28.8,33.9,25.1,3.4,26.3
Pulau Ubin,2024,8,23,0,0,0,0,28.5,34,25.8,3.6,21.7
Pulau Ubin,2024,8,24,4.2,1.2,1.8,2.8,26.4,30,24.6,3.8,23
Pulau Ubin,2024,8,25,2.4,1.6,2,2.4,26.7,30.9,24.2,2.8,37.4
Pulau Ubin,2024,8,26,0,0,0,0,28.5,33.4,25.6,3,20.6
Pulau Ubin,2024,8,27,0,0,0,0,27.9,32.7,25.7,3.3,22
Pulau Ubin,2024,8,28,18.2,11.6,12,18,27.9,34.3,23.2,4.2,28.5
Pulau Ubin,2024,8,29,0,0,0,0,28,32.1,24.9,3.6,21.7
Pulau Ubin,2024,8,30,0,0,0,0,28.5,32.9,25.8,3.7,23.7
Pulau Ubin,2024,8,31,0,0,0,0,28.5,34.6,25.4,3.4,24.8
Pulau Ubin,2024,9,1,0,0,0,0,29,35.2,25.1,3.5,19.8
Pulau Ubin,2024,9,2,0,0,0,0,29.4,33.7,26.8,4.1,19.8
Pulau Ubin,2024,9,3,2.4,2,2.4,2.4,28.5,32.1,26.5,3.4,23
Pulau Ubin,2024,9,4,19,10.8,13.8,17.6,26.6,30.6,23.7,3.1,29.1
Pulau Ubin,2024,9,5,0,0,0,0,28.6,33.9,24.7,3.7,19.8
Pulau Ubin,2024,9,6,0,0,0,0,28.8,33.5,26.1,3.7,24.1
Pulau Ubin,2024,9,7,0,0,0,0,29.9,33.8,26.9,5.5,30.6
Pulau Ubin,2024,9,8,0.2,0.2,0.2,0.2,28.1,32.4,26,3.3,26.3
Pulau Ubin,2024,9,9,4.4,1.4,2.4,2.6,27.2,32.7,25.3,2.9,16.1
Pulau Ubin,2024,9,10,4,2.2,3.4,3.8,27.7,32.8,23.6,3.4,28.5
Pulau Ubin,2024,9,11,15.8,7.2,9.6,15.2,27.3,33.1,25.2,2.4,14.4
Pulau Ubin,2024,9,12,0,0,0,0,28.2,32.6,24.3,4.2,22
Pulau Ubin,2024,9,13,0,0,0,0,29.3,34.3,26,3.8,21.3
Pulau Ubin,2024,9,14,28,12,20.6,23.2,27,31.8,23.2,3.6,43.9
Pulau Ubin,2024,9,15,4.8,2.8,3,4.8,27.2,31.8,25.2,2.8,24.1
Pulau Ubin,2024,9,16,0,0,0,0,28.4,33.7,24.7,4,20.6
Pulau Ubin,2024,9,17,6.4,5.4,6,6.4,28.6,33.3,24.3,5.2,43.5
Pulau Ubin,2024,9,18,0.2,0.2,0.2,0.2,28.3,33.7,24.3,4.1,28.9
Pulau Ubin,2024,9,19,8.8,8.4,8.8,8.8,28.3,32.2,24.2,3.7,23.3
Pulau Ubin,2024,9,20,11.6,11.6,11.6,11.6,28.8,33.2,23.9,4,32.4
Pulau Ubin,2024,9,21,17.4,19.4,24.6,26.8,27.1,31.2,23.6,2.9,33.2
Pulau Ubin,2024,9,22,0,0,0,0,29.4,34.7,26.1,3,20.2
Pulau Ubin,2024,9,23,17.8,16.8,17.6,17.8,28.2,34.5,23.8,3.9,28.2
Pulau Ubin,2024,9,24,5.2,5.2,5.2,5.2,27.4,33,25.3,3.4,20.2
Pulau Ubin,2024,9,25,8,7.4,7.6,7.6,26.8,33.1,24.9,3.4,20.6
Pulau Ubin,2024,9,26,5.4,2.2,3.6,5,25.9,29.7,23.1,3.9,25.9
Pulau Ubin,2024,9,27,0,0,0,0,28.5,33.5,24.6,3.5,22.6
Pulau Ubin,2024,9,28,0,0,0,0,28.5,33.9,25.4,3.6,20.9
Pulau Ubin,2024,9,29,3.2,3.2,3.2,3.2,28.1,33.2,25.8,3,22.6
Pulau Ubin,2024,9,30,4.8,4.8,4.8,4.8,27.6,33.5,25.2,2.9,20.9
Pulau Ubin,2024,10,1,1.8,0.6,1,1.4,26.8,31.2,25.3,2.6,22.6
Pulau Ubin,2024,10,2,0,0,0,0,28.5,32.9,25.7,2.7,19.1
Pulau Ubin,2024,10,3,7.4,5.6,7,7.4,27.8,32.7,24.5,2.8,20.9
Pulau Ubin,2024,10,4,3,2.8,2.8,2.8,27.5,32.1,24.5,3,18.3
Pulau Ubin,2024,10,5,7.8,7.4,7.8,7.8,27.1,31.1,25,3.1,15.7
Pulau Ubin,2024,10,6,27.8,15.6,20.6,24,27.1,32,23.7,3.6,22.6
Pulau Ubin,2024,10,7,0,0,0,0,27.6,32.9,25.5,3.5,22.6
Pulau Ubin,2024,10,8,0.6,0.6,0.6,0.6,27.6,31.8,25.7,2.8,33.9
Pulau Ubin,2024,10,9,0,0,0,0,28.1,33.9,25.6,3.2,21.7
Pulau Ubin,2024,10,10,0.4,0.2,0.2,0.4,27.4,32.9,25.4,2.7,17.2
Pulau Ubin,2024,10,11,5.2,3.4,4.4,5.2,27.2,32.8,25,2.9,19.4
Pulau Ubin,2024,10,12,7.2,1.8,2.8,3.6,26.7,33.3,25.3,2.9,17.6
Pulau Ubin,2024,10,13,1.4,1.2,1.4,1.4,27.8,32.2,24.9,3.6,19.1
Pulau Ubin,2024,10,14,31.4,10.6,17.4,20.8,25.3,27.3,23.4,2.9,28.5
Pulau Ubin,2024,10,15,0,0,0,0,27.8,32.7,24.5,3.7,24.1
Pulau Ubin,2024,10,16,0.6,0.4,0.6,0.6,27.5,31.8,25.3,2.5,33.2
Pulau Ubin,2024,10,17,2.4,2.4,2.4,2.4,26.6,29,24.6,2.4,25.6
Pulau Ubin,2024,10,18,0.8,0.6,0.6,0.6,26.7,30.7,24.8,3,13.3
Pulau Ubin,2024,10,19,0,0,0,0,27.5,31.8,25.5,3,13
Pulau Ubin,2024,10,20,20.8,13.2,15.8,19.8,26.5,31.5,22.2,3.3,32
Pulau Ubin,2024,10,21,0,0,0,0,29.1,34.5,25.5,3.1,17.2
Pulau Ubin,2024,10,22,0,0,0,0,29,33.7,26.4,2.9,16.5
Pulau Ubin,2024,10,23,0,0,0,0,29.2,34.9,25.9,2.9,21.7
Pulau Ubin,2024,10,24,0,0,0,0,27.7,33.7,24.8,3.7,20.2
Pulau Ubin,2024,10,25,0,0,0,0,28.1,33.4,25.2,3,22.4
Pulau Ubin,2024,10,26,0,0,0,0,29,33.9,25.3,3.3,18.3
Pulau Ubin,2024,10,27,0,0,0,0,29.9,35.4,25.4,3.9,23.7
Pulau Ubin,2024,10,28,0.2,0.2,0.2,0.2,29,34.2,26.5,3.1,20.6
Pulau Ubin,2024,10,29,0,0,0,0,29.3,34.9,25.7,3.3,24.1
Pulau Ubin,2024,10,30,0,0,0,0,29.1,33.5,25.8,3,15.7
Pulau Ubin,2024,10,31,1.8,1.4,1.8,1.8,28.4,33.3,25.8,3.3,19.8
Pulau Ubin,2024,11,1,41.2,38.4,41,41,27.4,34.4,24.4,3.9,48.2
Pulau Ubin,2024,11,2,1.2,1.2,1.2,1.2,26.9,30,25.5,2.9,22.6
Pulau Ubin,2024,11,3,12.8,10.6,12.4,12.8,26.7,33.3,24.6,2.8,19.1
Pulau Ubin,2024,11,4,26,15.8,24.6,25,26.1,29.4,23.6,2.3,18
Pulau Ubin,2024,11,5,0,0,0,0,28.2,34.3,24.9,2.9,18
Pulau Ubin,2024,11,6,0,0,0,0,27.4,32.1,24.9,3.7,24.1
Pulau Ubin,2024,11,7,10,8.6,9.8,10,27,32.8,24.6,2.8,23
Pulau Ubin,2024,11,8,1,0.8,1,1,27.9,33.5,24.5,3.8,30.2
Pulau Ubin,2024,11,9,10.8,10.4,10.6,10.6,27.3,32.7,24.6,3,20.9
Pulau Ubin,2024,11,10,13.2,9.4,12.4,13.2,27.1,33.5,24.3,3.9,21.3
Pulau Ubin,2024,11,11,25.2,8,14,23,26.6,33.6,24,3.2,20.6
Pulau Ubin,2024,11,12,7.8,6,7.6,7.6,27.1,34.4,24.4,3.6,20.2
Pulau Ubin,2024,11,13,1,0.6,0.8,1,26.9,31.9,24.8,2.9,19.1
Pulau Ubin,2024,11,14,3,2.4,3,3,27.3,32.7,24.5,3.1,15.7
Pulau Ubin,2024,11,15,1,1,1,1,27.6,32.6,25.2,3.2,18.3
Pulau Ubin,2024,11,16,43.6,37.6,40.8,43.4,26.6,33.4,23.8,2.7,23.7
Pulau Ubin,2024,11,17,26.4,16,17.8,26.2,26.2,31.7,24.6,3.3,16.1
Pulau Ubin,2024,11,18,2.6,1,1,1.4,26.7,30.1,24.9,4.6,18.7
Pulau Ubin,2024,11,19,12.6,5.8,7.4,8.2,26.1,29.5,25.1,2.7,16.1
Pulau Ubin,2024,11,20,0.6,0.4,0.4,0.4,26.2,28.2,25.2,4.1,18
Pulau Ubin,2024,11,21,0,0,0,0,27.3,33.5,24.7,3.6,20.9
Pulau Ubin,2024,11,22,99.8,28.8,44.6,53.6,26.3,32.4,23.9,3.6,20.9
Pulau Ubin,2024,11,23,35.8,31.4,33.6,34.2,26.7,32.4,23.3,3,20.9
Pulau Ubin,2024,11,24,0.4,0.2,0.2,0.2,27.3,32.1,25.1,3.4,21.3
Pulau Ubin,2024,11,25,0.6,0.4,0.4,0.6,27.3,31.6,25.6,2.7,20.9
Pulau Ubin,2024,11,26,51.2,23.8,36.2,44,26.2,32.4,23.9,3.2,21.7
Pulau Ubin,2024,11,27,27.4,10.6,17,24.4,25.7,30,24.1,2.9,20.6
Pulau Ubin,2024,11,28,42.4,21.2,26.2,38,26.2,30.8,24.3,2.7,15.2
Pulau Ubin,2024,11,29,19.6,8.8,10,12.2,25.4,26.8,23.6,3.1,18.3
Pulau Ubin,2024,11,30,0,0,0,0,27.5,32.5,24,3.5,15.6
Pulau Ubin,2024,12,1,2,1.8,1.8,1.8,28,33.9,25.5,4.7,24.8
Pulau Ubin,2024,12,2,3.4,2.4,3.2,3.4,27.3,32.3,25.1,3.5,22.6
Pulau Ubin,2024,12,3,15.4,6.6,7.2,11,27,32.1,24.3,3.5,19.8
Pulau Ubin,2024,12,4,1.2,1,1,1,27.5,31.3,24.9,3.6,20.6
Pulau Ubin,2024,12,5,0,0,0,0,28.4,32.6,25.1,4.9,33.2
Pulau Ubin,2024,12,6,0,0,0,0,29.2,34.6,25.8,4.3,18
Pulau Ubin,2024,12,7,8.2,8,8.2,8.2,28.9,35,25.3,5.1,25.2
Pulau Ubin,2024,12,8,6.8,5.8,6.4,6.6,27.6,33.6,25.1,5.5,39.6
Pulau Ubin,2024,12,9,2.4,0.6,1,1.6,26.6,30.4,24.5,5.9,31.7
Pulau Ubin,2024,12,10,0.2,0.2,0.2,0.2,27.1,30.5,25.3,6.6,27.8
Pulau Ubin,2024,12,11,0.2,0.2,0.2,0.2,27.9,33.8,25.3,3.7,15.6
Pulau Ubin,2024,12,12,0,0,0,0,27.7,30.8,25.6,3.5,20.6
Pulau Ubin,2024,12,13,5.2,3,3.6,5,26.6,29,23.7,2.9,32.4
Pulau Ubin,2024,12,14,0.2,0.2,0.2,0.2,28.4,34.2,25,4.3,22.6
Pulau Ubin,2024,12,15,0.4,0.4,0.4,0.4,27.8,32.9,25.4,3.4,16.9
Pulau Ubin,2024,12,16,3.4,2.6,2.8,2.8,27.1,32.3,25,3.8,18.3
Pulau Ubin,2024,12,17,1,0.6,0.8,1,27.5,31.9,25.5,5.8,24.4
Pulau Ubin,2024,12,18,1.2,0.6,0.8,0.8,26.2,27.9,25.5,6.2,29.1
Pulau Ubin,2024,12,19,0,0,0,0,27.1,29.3,25.5,6.8,24.8
Pulau Ubin,2024,12,20,0,0,0,0,27,30.1,25.2,8.4,30.6
Pulau Ubin,2024,12,21,6.2,6.2,6.2,6.2,27,30.8,24.8,6.6,24.8
Pulau Ubin,2024,12,22,0,0,0,0,27.5,31.4,24.9,6.7,24.1
Pulau Ubin,2024,12,23,3.6,1.4,1.8,2.8,26.9,30.5,24.8,5.8,19.8
Pulau Ubin,2024,12,24,7.6,3.4,3.4,4.8,26.2,30.5,24.4,4.5,21.7
Pulau Ubin,2024,12,25,0,0,0,0,27,31,24.1,5.9,21.7
Pulau Ubin,2024,12,26,0,0,0,0,26.7,30.6,23.4,3.7,18
Pulau Ubin,2024,12,27,0,0,0,0,27.5,32.4,25,4.2,19.4
Pulau Ubin,2024,12,28,0,0,0,0,27.9,31.7,24.9,6.8,24.4
Pulau Ubin,2024,12,29,0,0,0,0,27.7,32,25.3,5.4,24.8
Pulau Ubin,2024,12,30,33.8,16,26,32.8,26,30.1,22.9,6.4,25.2
Pulau Ubin,2024,12,31,2,1,1.2,1.4,27.1,31.7,25,6.4,26.7
East Coast Parkway,2024,1,1,36,13.8,18,27.8,26.1,28.5,24.5,8.8,43.9
East Coast Parkway,2024,1,2,0,0,0,0,,,,,
East Coast Parkway,2024,1,3,2.8,2.6,2.8,2.8,27.6,30.9,25.8,8.2,35.9
East Coast Parkway,2024,1,4,56.8,12.8,15.8,24,25.3,27.4,24,9,28.2
East Coast Parkway,2024,1,5,3.6,3,3,3,,,,,
East Coast Parkway,2024,1,6,1.4,1.4,1.4,1.4,27.9,30.6,25.8,8.2,34.6
East Coast Parkway,2024,1,7,50.2,9.2,13.6,21.8,25.1,27.7,23.9,7.3,33.5
East Coast Parkway,2024,1,8,0,0,0,0,,,,,
East Coast Parkway,2024,1,9,1,1,1,1,27.2,30,25.2,8.8,33.5
East Coast Parkway,2024,1,10,48.6,14.8,20,38.2,26.6,28.9,24.5,9,46.5
East Coast Parkway,2024,1,11,0,0,0,0,27.7,29.6,26.1,10.6,45.7
East Coast Parkway,2024,1,12,16,6.4,7,7.6,25.8,27.2,23.9,8.5,38.9
East Coast Parkway,2024,1,13,0,0,0,0,27.3,30.6,25,8,42.8
East Coast Parkway,2024,1,14,0.2,0.2,0.2,0.2,27.8,30.4,26.3,10.3,40.4
East Coast Parkway,2024,1,15,0,0,0,0,28.1,30.8,26.3,12.5,47.8
East Coast Parkway,2024,1,16,19.8,9.4,13.2,18.2,27,29.9,23.8,10,45
East Coast Parkway,2024,1,17,2.6,1.2,1.4,1.4,27.7,30.5,25.4,13.4,45.4
East Coast Parkway,2024,1,18,7,6.2,7,7,27.4,29.7,25.1,9.7,48.2
East Coast Parkway,2024,1,19,16.6,7.4,9,12.4,26.6,30.4,24.2,6.6,39.6
East Coast Parkway,2024,1,20,15.4,2.8,4.4,6.4,25.1,26.4,23.9,7.4,28.2
East Coast Parkway,2024,1,21,28,22.4,25.8,28,,,,,
East Coast Parkway,2024,1,22,0,0,0,0,27.6,30.6,25.6,8.9,33.9
East Coast Parkway,2024,1,23,,,,,27.5,31.4,25.6,9.5,32.8
East Coast Parkway,2024,1,24,7.2,,,,27.1,30,25.1,7.6,33.2
East Coast Parkway,2024,1,25,32.4,19.6,28,29,26.2,29.3,24.6,9,38.2
East Coast Parkway,2024,1,26,,,,,,,,,
East Coast Parkway,2024,1,27,0,0,0,0,28.3,30.7,27,15.8,49.3
East Coast Parkway,2024,1,28,0.4,0.2,0.2,0.2,27.9,30.5,26.1,14,49.3
East Coast Parkway,2024,1,29,0,0,0,0,28,30.4,26.5,15.4,52.2
East Coast Parkway,2024,1,30,0,0,0,0,27.8,30.2,26.2,14,45
East Coast Parkway,2024,1,31,0,0,0,0,27.8,31,26,13.5,52.2
East Coast Parkway,2024,2,1,0,0,0,0,28.1,31.1,26.4,13.5,46.5
East Coast Parkway,2024,2,2,0,0,0,0,28.3,30.7,26.6,13.8,51.5
East Coast Parkway,2024,2,3,0,0,0,0,28.5,32,26.8,13,48.5
East Coast Parkway,2024,2,4,0,0,0,0,28.5,31.7,26.3,11.7,37.4
East Coast Parkway,2024,2,5,0,0,0,0,28.4,32.3,26.2,13.3,47.8
East Coast Parkway,2024,2,6,21.2,19,20.8,21.2,28.3,32.3,26,10.2,38.2
East Coast Parkway,2024,2,7,0,0,0,0,28.5,31.6,26.5,11.9,41.9
East Coast Parkway,2024,2,8,0,0,0,0,28.6,32.1,26.6,9.6,34.6
East Coast Parkway,2024,2,9,0.8,0.8,0.8,0.8,28.4,31.3,26.8,11.1,34.6
East Coast Parkway,2024,2,10,3.6,2.8,3.2,3.6,27.8,31.3,25.3,11.9,40
East Coast Parkway,2024,2,11,12.6,6.2,8.2,9.8,27.8,31,24.9,13.2,51.9
East Coast Parkway,2024,2,12,9.4,4.4,4.6,7.4,26.9,29.3,25,11.3,51.5
East Coast Parkway,2024,2,13,6.6,5.4,5.4,5.6,27.3,29.4,25.6,13.4,54.1
East Coast Parkway,2024,2,14,0.8,0.4,0.4,0.4,28.2,30.8,26.3,12,39.6
East Coast Parkway,2024,2,15,2.8,1.6,1.6,1.6,27.5,30,26,11.5,41.9
East Coast Parkway,2024,2,16,0,0,0,0,28.2,30.9,26.9,15,54.1
East Coast Parkway,2024,2,17,0,0,0,0,28,30.1,26.7,12.2,43.9
East Coast Parkway,2024,2,18,0,0,0,0,28.5,31.4,26.6,12,40
East Coast Parkway,2024,2,19,0,0,0,0,28.8,31.9,26.7,11.1,33.9
East Coast Parkway,2024,2,20,0,0,0,0,28.9,32.8,27,11.2,40
East Coast Parkway,2024,2,21,6.6,5.8,6.2,6.6,28.4,32,25.5,11.4,42
East Coast Parkway,2024,2,22,2.4,2.4,2.4,2.4,28.3,31.1,26.7,9.1,33.9
East Coast Parkway,2024,2,23,0,0,0,0,28.7,31.6,26.9,13.3,42
East Coast Parkway,2024,2,24,0,0,0,0,28.6,31.2,26.8,13.6,44.6
East Coast Parkway,2024,2,25,0,0,0,0,28.9,32.1,26.8,13.5,41.9
East Coast Parkway,2024,2,26,0.2,0.2,0.2,0.2,28.8,31.6,27.1,14,46.1
East Coast Parkway,2024,2,27,3.6,1.6,2,3.6,28.2,30.1,26.6,12.9,50.4
East Coast Parkway,2024,2,28,0,0,0,0,28.8,31.2,27.5,15.5,49.3
East Coast Parkway,2024,2,29,0,0,0,0,29,32.2,26.7,13.6,43.9
East Coast Parkway,2024,3,1,0,0,0,0,28.9,31.4,27.4,12.5,41.5
East Coast Parkway,2024,3,2,3,1.4,1.4,1.6,28.4,31.5,26.6,11,46.1
East Coast Parkway,2024,3,3,11.4,5.4,5.4,5.4,27.6,29.6,25.1,10.9,40
East Coast Parkway,2024,3,4,26.4,17,18.4,26.2,28.4,31.1,24.2,10.1,51.1
East Coast Parkway,2024,3,5,28.6,16.2,30.6,41,26.9,30.3,24.3,7.6,27.4
East Coast Parkway,2024,3,6,0,0,0,0,28,31.5,25.9,6.1,26.3
East Coast Parkway,2024,3,7,14,9,11.2,13.8,28.3,32,24.5,7.4,31.3
East Coast Parkway,2024,3,8,23.4,16.6,21.4,22.6,27.3,31,24.1,5.7,32.4
East Coast Parkway,2024,3,9,0,0,0,0,28.6,31.7,26.6,7.9,30.6
East Coast Parkway,2024,3,10,0,0,0,0,28.4,30.8,26.8,11.4,46.1
East Coast Parkway,2024,3,11,0,0,0,0,28.9,31.8,26.8,11.4,42.8
East Coast Parkway,2024,3,12,0,0,0,0,29,32,27.7,12.5,47.6
East Coast Parkway,2024,3,13,0,0,0,0,28.8,32.3,26.2,13.1,46.9
East Coast Parkway,2024,3,14,0,0,0,0,28.8,32.4,26.5,12.4,47.8
East Coast Parkway,2024,3,15,0,0,0,0,28.6,31.2,26.6,10.9,39.3
East Coast Parkway,2024,3,16,0,0,0,0,29,32.7,26.6,11.4,41.9
East Coast Parkway,2024,3,17,0,0,0,0,29.2,32.6,26.9,14.3,55
East Coast Parkway,2024,3,18,0,0,0,0,29.4,32.8,26.8,12,35.9
East Coast Parkway,2024,3,19,0,0,0,0,29.2,32.5,27.6,13.1,40
East Coast Parkway,2024,3,20,0,0,0,0,29,31.3,27.4,14.4,52.6
East Coast Parkway,2024,3,21,0,0,0,0,28.9,31.8,27.6,12.3,47.6
East Coast Parkway,2024,3,22,0,0,0,0,29.1,32.2,27.3,11.3,37.4
East Coast Parkway,2024,3,23,0,0,0,0,29.2,32.9,27.1,9.3,31.3
East Coast Parkway,2024,3,24,0,0,0,0,28.9,31.8,27.1,11.7,33.9
East Coast Parkway,2024,3,25,0,0,0,0,29.5,33.1,27.2,10,38.5
East Coast Parkway,2024,3,26,0,0,0,0,29.8,33.2,27.9,11.4,35.2
East Coast Parkway,2024,3,27,0,0,0,0,29.6,32.8,27.7,10.8,32
East Coast Parkway,2024,3,28,0,0,0,0,29.2,30.8,27.9,12.7,33.2
East Coast Parkway,2024,3,29,7.4,6.4,6.6,7,29.6,32.6,23.8,11.2,63.7
East Coast Parkway,2024,3,30,0,0,0,0,29.4,30.9,28.2,10.8,35.6
East Coast Parkway,2024,3,31,0,0,0,0,29.6,31.3,28.1,7.9,23.3
East Coast Parkway,2024,4,1,0,0,0,0,29.2,30.7,27.7,7.8,27
East Coast Parkway,2024,4,2,0,0,0,0,29.8,31.2,28.1,8.8,25.6
East Coast Parkway,2024,4,3,0.4,0.4,0.4,0.4,29.9,32.3,28,8.8,27
East Coast Parkway,2024,4,4,1.2,0.6,0.6,1.2,29,31.5,27.4,6.7,35.9
East Coast Parkway,2024,4,5,0,0,0,0,29.7,33.1,27.5,7.3,33.5
East Coast Parkway,2024,4,6,0,0,0,0,29.8,33.6,27.2,8.5,37.4
East Coast Parkway,2024,4,7,0,0,0,0,30.1,33,28.5,10.3,45
East Coast Parkway,2024,4,8,0,0,0,0,29.7,31.7,27.3,6.7,24.1
East Coast Parkway,2024,4,9,0,0,0,0,30.3,33.9,28,9.1,39.6
East Coast Parkway,2024,4,10,6,5.4,5.4,5.4,28.9,31.2,26,7.9,34.6
East Coast Parkway,2024,4,11,5.8,1.6,3,4.8,28.9,32,25.5,9.8,36.7
East Coast Parkway,2024,4,12,77.4,17.6,28,40.2,26.4,29.2,24.5,8.2,41.1
East Coast Parkway,2024,4,13,0,0,0,0,29.3,32.2,26.4,9,40.4
East Coast Parkway,2024,4,14,0.4,0.2,0.2,0.2,28.6,30.3,27.1,7.3,38.5
East Coast Parkway,2024,4,15,0,0,0,0,28.9,31.2,27.5,7.7,28.9
East Coast Parkway,2024,4,16,,,,,,,,,
East Coast Parkway,2024,4,17,0,,,,,,,,
East Coast Parkway,2024,4,18,0,0,0,0,29,31,26.8,5.5,22
East Coast Parkway,2024,4,19,0,0,0,0,29.3,30.4,27.8,8,37
East Coast Parkway,2024,4,20,8.2,4.2,5,5,28.6,30.3,25.8,8.8,32.8
East Coast Parkway,2024,4,21,0,0,0,0,29.4,31.2,27.5,8.2,30.2
East Coast Parkway,2024,4,22,0,0,0,0,29.7,31.1,28,7.3,23.7
East Coast Parkway,2024,4,23,0,0,0,0,30,31.4,28.5,8.7,27.4
East Coast Parkway,2024,4,24,1,1,1,1,29.9,31.2,28,8.8,39.6
East Coast Parkway,2024,4,25,0,0,0,0,30,31.6,29.2,11,39.3
East Coast Parkway,2024,4,26,0,0,0,0,30,31.8,28.2,7.5,29.8
East Coast Parkway,2024,4,27,0,0,0,0,30.3,31.7,28.7,8.8,26.7
East Coast Parkway,2024,4,28,37.4,27.6,37.4,37.4,29.5,30.9,24.2,10.2,55
East Coast Parkway,2024,4,29,0,0,0,0,29.8,31.5,27.5,8.8,26.3
East Coast Parkway,2024,4,30,0,,0,0,30.3,31.4,28.7,9.4,22
East Coast Parkway,2024,5,1,0,0,0,0,30.1,31.4,28.8,10,27
East Coast Parkway,2024,5,2,0,0,0,0,29.6,30.6,28.2,7.7,35.9
East Coast Parkway,2024,5,3,0,0,0,0,30,30.9,28.8,10.2,25.2
East Coast Parkway,2024,5,4,82.4,39,40.6,48.4,27.3,30.1,24.4,8.3,28.9
East Coast Parkway,2024,5,5,0,0,0,0,,,,,
East Coast Parkway,2024,5,6,0,0,0,0,30.2,31.3,29.3,12.9,33.9
East Coast Parkway,2024,5,7,,,,,29.2,32.4,27.5,7.4,35.9
East Coast Parkway,2024,5,8,0.2,,,,28.4,29.7,25.7,9.1,36.7
East Coast Parkway,2024,5,9,0,0,0,0,29.8,31.2,27.8,9.6,23.7
East Coast Parkway,2024,5,10,15.4,13.4,15.2,15.4,29.6,30.6,25.1,12,45.4
East Coast Parkway,2024,5,11,0,0,0,0,30,30.9,28.7,10.1,28.5
East Coast Parkway,2024,5,12,0,0,0,0,29.6,31,28.4,10.4,38.5
East Coast Parkway,2024,5,13,3,2.8,2.8,2.8,29.1,31.1,27.2,6.3,28.9
East Coast Parkway,2024,5,14,2.6,2.4,2.6,2.6,28.8,31.5,26.7,6.9,31.3
East Coast Parkway,2024,5,15,0,0,0,0,29.7,30.7,28.1,10.2,40.7
East Coast Parkway,2024,5,16,10.6,7.2,7.6,8,28.8,30.2,25.1,10.9,63
East Coast Parkway,2024,5,17,0.8,0.8,0.8,0.8,29.3,31.1,27,8.3,50
East Coast Parkway,2024,5,18,4.8,4.2,4.2,4.8,29.4,31.6,25.9,9.2,40
East Coast Parkway,2024,5,19,2,1.8,1.8,2,29.4,30.7,27.7,14.7,38.2
East Coast Parkway,2024,5,20,4.8,2,2.8,4,28.5,29.4,26.7,12.7,42.4
